year,date,province,confirm,confirm_add,local_confirm_add,now_confirm,heal,dead,deadAdd,now_wzz,wzz_add
2020,01.20,台湾,0,0,-10,0,0,0,0,0,-10
2020,01.21,台湾,0,0,-10,0,0,0,0,0,-10
2020,01.22,台湾,1,1,-10,1,0,0,0,0,-10
2020,01.23,台湾,1,0,-10,1,0,0,0,0,-10
2020,01.24,台湾,3,2,-10,3,0,0,0,0,-10
2020,01.25,台湾,3,0,-10,3,0,0,0,0,-10
2020,01.26,台湾,4,1,-10,4,0,0,0,0,-10
2020,01.27,台湾,5,1,-10,5,0,0,0,0,-10
2020,01.28,台湾,8,3,-10,8,0,0,0,0,-10
2020,01.29,台湾,8,0,-10,8,0,0,0,0,-10
2020,01.30,台湾,9,1,-10,9,0,0,0,0,-10
2020,01.31,台湾,10,1,-10,10,0,0,0,0,-10
2020,02.01,台湾,10,0,-10,10,0,0,0,0,-10
2020,02.02,台湾,10,0,-10,10,0,0,0,0,-10
2020,02.03,台湾,10,0,-10,10,0,0,0,0,-10
2020,02.04,台湾,11,1,-10,11,0,0,0,0,-10
2020,02.05,台湾,11,0,-10,11,0,0,0,0,-10
2020,02.06,台湾,16,5,-10,15,1,0,0,0,-10
2020,02.07,台湾,16,0,-10,15,1,0,0,0,-10
2020,02.08,台湾,17,1,-10,16,1,0,0,0,-10
2020,02.09,台湾,18,1,-10,17,1,0,0,0,-10
2020,02.11,台湾,18,0,-10,17,1,0,0,0,-10
2020,02.12,台湾,18,0,-10,17,1,0,0,0,-10
2020,02.13,台湾,18,0,-10,17,1,0,0,0,-10
2020,02.14,台湾,18,0,-10,17,1,0,0,0,-10
2020,02.15,台湾,18,0,-10,17,1,0,0,0,-10
2020,02.16,台湾,20,2,-10,17,2,1,0,0,-10
2020,02.17,台湾,22,2,-10,19,2,1,0,0,-10
2020,02.18,台湾,22,0,-10,19,2,1,0,0,-10
2020,02.19,台湾,24,2,-10,21,2,1,0,0,-10
2020,02.20,台湾,24,0,-10,21,2,1,0,0,-10
2020,02.21,台湾,26,2,-10,23,2,1,0,0,-10
2020,02.22,台湾,26,0,-10,23,2,1,0,0,-10
2020,02.23,台湾,28,2,-10,25,2,1,0,0,-10
2020,02.24,台湾,30,2,-10,24,5,1,0,0,-10
2020,02.25,台湾,31,1,-10,25,5,1,0,0,-10
2020,02.26,台湾,32,1,-10,26,5,1,0,0,-10
2020,02.27,台湾,32,0,-10,25,6,1,0,0,-10
2020,02.28,台湾,34,2,-10,24,9,1,0,0,-10
2020,02.29,台湾,39,0,-10,29,9,1,0,0,-10
2020,02.29,台湾,39,2,-10,29,9,1,0,0,-10
2020,03.01,台湾,41,1,-10,28,12,1,0,0,-10
2020,03.02,台湾,41,1,-10,28,12,1,0,0,-10
2020,03.03,台湾,42,1,-10,29,12,1,0,0,-10
2020,03.04,台湾,42,0,-10,29,12,1,0,0,-10
2020,03.05,台湾,44,2,-10,31,12,1,0,0,-10
2020,03.06,台湾,45,1,-10,32,12,1,0,0,-10
2020,03.07,台湾,45,0,-10,31,13,1,0,0,-10
2020,03.08,台湾,45,0,-10,29,15,1,0,0,-10
2020,03.09,台湾,45,0,-10,29,15,1,0,0,-10
2020,03.10,台湾,47,2,-10,29,17,1,0,0,-10
2020,03.11,台湾,48,1,-10,30,17,1,0,0,-10
2020,03.12,台湾,49,1,-10,28,20,1,0,0,-10
2020,03.13,台湾,50,1,-10,29,20,1,0,0,-10
2020,03.14,台湾,53,3,-10,32,20,1,0,0,-10
2020,03.15,台湾,59,6,-10,38,20,1,0,0,-10
2020,03.16,台湾,67,8,-10,44,22,1,0,0,-10
2020,03.17,台湾,77,10,-10,54,22,1,0,0,-10
2020,03.18,台湾,100,23,-10,77,22,1,0,0,-10
2020,03.19,台湾,108,8,-10,81,26,1,0,0,-10
2020,03.20,台湾,135,27,-10,105,28,2,0,0,-10
2020,03.21,台湾,153,18,-10,123,28,2,0,0,-10
2020,03.22,台湾,195,42,-10,165,28,2,0,0,-10
2020,03.23,台湾,195,26,-10,164,29,2,0,0,-10
2020,03.24,台湾,216,21,-10,185,29,2,0,0,-10
2020,03.25,台湾,235,19,-10,204,29,2,0,0,-10
2020,03.26,台湾,252,17,-10,221,29,2,0,0,-10
2020,03.27,台湾,267,15,-10,235,30,2,0,0,-10
2020,03.28,台湾,283,16,-10,251,30,2,0,0,-10
2020,03.29,台湾,298,15,-10,256,39,3,0,0,-10
2020,03.30,台湾,306,23,-10,262,39,5,0,0,-10
2020,03.31,台湾,322,24,-10,278,39,5,0,0,-10
2020,04.01,台湾,329,7,-10,279,45,5,0,0,-10
2020,04.02,台湾,339,10,-10,284,50,5,0,0,-10
2020,04.03,台湾,348,19,-10,293,50,5,0,0,-10
2020,04.04,台湾,355,7,-10,300,50,5,0,0,-10
2020,04.05,台湾,363,8,-10,304,54,5,0,0,-10
2020,04.06,台湾,373,10,-10,314,54,5,0,0,-10
2020,04.07,台湾,376,3,-10,310,61,5,0,0,-10
2020,04.08,台湾,379,3,-10,307,67,5,0,0,-10
2020,04.09,台湾,380,1,-10,295,80,5,0,0,-10
2020,04.10,台湾,382,2,-10,285,91,6,0,0,-10
2020,04.11,台湾,385,3,-10,280,99,6,0,0,-10
2020,04.12,台湾,388,3,-10,273,109,6,0,0,-10
2020,04.13,台湾,393,5,-10,263,124,6,0,0,-10
2020,04.14,台湾,393,0,-10,263,124,6,0,0,-10
2020,04.15,台湾,395,2,-10,252,137,6,0,0,-10
2020,04.16,台湾,395,2,-10,234,155,6,0,0,-10
2020,04.17,台湾,395,0,-10,223,166,6,0,0,-10
2020,04.18,台湾,398,3,-10,214,178,6,0,0,-10
2020,04.19,台湾,420,22,-10,225,189,6,0,0,-10
2020,04.20,台湾,422,2,-10,213,203,6,0,0,-10
2020,04.21,台湾,426,4,-10,184,236,6,0,0,-10
2020,04.22,台湾,427,2,-10,168,253,6,0,0,-10
2020,04.23,台湾,427,1,-10,168,253,6,0,0,-10
2020,04.24,台湾,428,2,-10,158,264,6,0,0,-10
2020,04.25,台湾,429,1,-10,148,275,6,0,0,-10
2020,04.26,台湾,429,0,-10,142,281,6,0,0,-10
2020,04.27,台湾,429,0,-10,133,290,6,0,0,-10
2020,04.28,台湾,429,0,-10,116,307,6,0,0,-10
2020,04.29,台湾,429,0,-10,112,311,6,0,0,-10
2020,04.30,台湾,429,0,-10,101,322,6,0,0,-10
2020,05.01,台湾,429,0,-10,99,324,6,0,0,-10
2020,05.02,台湾,432,3,-10,102,324,6,0,0,-10
2020,05.03,台湾,436,4,-10,98,332,6,0,0,-10
2020,05.04,台湾,438,6,-10,98,334,6,0,0,-10
2020,05.05,台湾,438,0,-10,98,334,6,0,0,-10
2020,05.06,台湾,439,1,-10,94,339,6,0,0,-10
2020,05.07,台湾,440,1,-10,87,347,6,0,0,-10
2020,05.08,台湾,440,0,-10,79,355,6,0,0,-10
2020,05.09,台湾,440,0,-10,73,361,6,0,0,-10
2020,05.10,台湾,440,0,-10,68,366,6,0,0,-10
2020,05.11,台湾,440,0,-10,65,368,7,0,0,-10
2020,05.12,台湾,440,0,-10,61,372,7,0,0,-10
2020,05.13,台湾,440,0,-10,58,375,7,0,0,-10
2020,05.14,台湾,440,0,-10,50,383,7,0,0,-10
2020,05.15,台湾,440,0,-10,46,387,7,0,0,-10
2020,05.16,台湾,440,0,-10,44,389,7,0,0,-10
2020,05.17,台湾,440,0,-10,38,395,7,0,0,-10
2020,05.18,台湾,440,0,-10,35,398,7,0,0,-10
2020,05.19,台湾,440,0,-10,32,401,7,0,0,-10
2020,05.20,台湾,440,0,-10,31,402,7,0,0,-10
2020,05.21,台湾,441,1,-10,27,407,7,0,0,-10
2020,05.22,台湾,441,0,-10,26,408,7,0,0,-10
2020,05.23,台湾,441,0,-10,23,411,7,0,0,-10
2020,05.24,台湾,441,0,-10,20,414,7,0,0,-10
2020,05.25,台湾,441,0,-10,19,415,7,0,0,-10
2020,05.26,台湾,441,0,-10,18,416,7,0,0,-10
2020,05.27,台湾,441,0,-10,15,419,7,0,0,-10
2020,05.28,台湾,441,0,-10,14,420,7,0,0,-10
2020,05.29,台湾,442,1,-10,15,420,7,0,0,-10
2020,05.30,台湾,442,0,-10,14,421,7,0,0,-10
2020,05.31,台湾,442,0,-10,12,423,7,0,0,-10
2020,06.01,台湾,443,1,-10,9,427,7,0,0,-10
2020,06.02,台湾,443,0,-10,9,427,7,0,0,-10
2020,06.03,台湾,443,0,-10,8,428,7,0,0,-10
2020,06.04,台湾,443,0,-10,8,428,7,0,0,-10
2020,06.05,台湾,443,0,-10,7,429,7,0,0,-10
2020,06.06,台湾,443,0,-10,7,429,7,0,0,-10
2020,06.07,台湾,443,0,-10,6,430,7,0,0,-10
2020,06.08,台湾,443,0,-10,6,430,7,0,0,-10
2020,06.09,台湾,443,0,-10,5,431,7,0,0,-10
2020,06.10,台湾,443,0,-10,5,431,7,0,0,-10
2020,06.11,台湾,443,0,-10,5,431,7,0,0,-10
2020,06.12,台湾,443,0,-10,5,431,7,0,0,-10
2020,06.13,台湾,443,0,-10,5,431,7,0,0,-10
2020,06.14,台湾,443,0,-10,5,431,7,0,0,-10
2020,06.15,台湾,445,2,-10,5,433,7,0,0,-10
2020,06.16,台湾,445,0,-10,4,434,7,0,0,-10
2020,06.17,台湾,445,0,-10,4,434,7,0,0,-10
2020,06.18,台湾,446,1,-10,5,434,7,0,0,-10
2020,06.19,台湾,446,0,-10,5,434,7,0,0,-10
2020,06.20,台湾,446,0,-10,5,434,7,0,0,-10
2020,06.21,台湾,446,0,-10,5,434,7,0,0,-10
2020,06.22,台湾,446,0,-10,4,435,7,0,0,-10
2020,06.23,台湾,446,0,-10,4,435,7,0,0,-10
2020,06.24,台湾,446,0,-10,4,435,7,0,0,-10
2020,06.25,台湾,447,1,-10,5,435,7,0,0,-10
2020,06.26,台湾,447,0,-10,5,435,7,0,0,-10
2020,06.27,台湾,447,0,-10,5,435,7,0,0,-10
2020,06.28,台湾,447,0,-10,5,435,7,0,0,-10
2020,06.29,台湾,447,0,-10,5,435,7,0,0,-10
2020,06.30,台湾,447,0,-10,3,437,7,0,0,-10
2020,07.01,台湾,447,0,-10,2,438,7,0,0,-10
2020,07.02,台湾,448,1,-10,3,438,7,0,0,-10
2020,07.03,台湾,449,1,-10,4,438,7,0,0,-10
2020,07.04,台湾,449,0,-10,4,438,7,0,0,-10
2020,07.05,台湾,449,0,-10,4,438,7,0,0,-10
2020,07.06,台湾,449,0,-10,4,438,7,0,0,-10
2020,07.07,台湾,449,0,-10,4,438,7,0,0,-10
2020,07.07,台湾,449,0,-10,4,438,7,0,0,-10
2020,07.08,台湾,449,0,-10,4,438,7,0,0,-10
2020,07.09,台湾,449,0,-10,4,438,7,0,0,-10
2020,07.10,台湾,451,2,-10,6,438,7,0,0,-10
2020,07.11,台湾,451,0,-10,6,438,7,0,0,-10
2020,07.12,台湾,451,0,-10,6,438,7,0,0,-10
2020,07.13,台湾,451,0,-10,4,440,7,0,0,-10
2020,07.14,台湾,451,0,-10,4,440,7,0,0,-10
2020,07.15,台湾,451,0,-10,4,440,7,0,0,-10
2020,07.16,台湾,452,1,-10,5,440,7,0,0,-10
2020,07.17,台湾,454,2,-10,7,440,7,0,0,-10
2020,07.18,台湾,454,0,-10,7,440,7,0,0,-10
2020,07.19,台湾,455,1,-10,8,440,7,0,0,-10
2020,07.20,台湾,455,0,-10,8,440,7,0,0,-10
2020,07.21,台湾,455,0,-10,8,440,7,0,0,-10
2020,07.22,台湾,455,0,-10,8,440,7,0,0,-10
2020,07.23,台湾,455,0,-10,8,440,7,0,0,-10
2020,07.24,台湾,458,3,-10,11,440,7,0,0,-10
2020,07.25,台湾,458,0,-10,11,440,7,0,0,-10
2020,07.26,台湾,458,0,-10,11,440,7,0,0,-10
2020,07.27,台湾,462,4,-10,15,440,7,0,0,-10
2020,07.28,台湾,467,5,-10,20,440,7,0,0,-10
2020,07.29,台湾,467,0,-10,20,440,7,0,0,-10
2020,07.30,台湾,467,0,-10,20,440,7,0,0,-10
2020,07.31,台湾,467,0,-10,19,441,7,0,0,-10
2020,08.01,台湾,474,7,-10,26,441,7,0,0,-10
2020,08.02,台湾,474,0,-10,26,441,7,0,0,-10
2020,08.03,台湾,474,0,-10,26,441,7,0,0,-10
2020,08.04,台湾,476,2,-10,28,441,7,0,0,-10
2020,08.05,台湾,476,0,-10,28,441,7,0,0,-10
2020,08.06,台湾,477,1,-10,29,441,7,0,0,-10
2020,08.07,台湾,477,0,-10,29,441,7,0,0,-10
2020,08.08,台湾,477,0,-10,29,441,7,0,0,-10
2020,08.09,台湾,477,0,-10,29,441,7,0,0,-10
2020,08.10,台湾,477,0,-10,29,441,7,0,0,-10
2020,08.11,台湾,480,3,-10,30,443,7,0,0,-10
2020,08.12,台湾,481,1,-10,24,450,7,0,0,-10
2020,08.13,台湾,481,0,-10,24,450,7,0,0,-10
2020,08.14,台湾,481,0,-10,24,450,7,0,0,-10
2020,08.15,台湾,482,1,-10,25,450,7,0,0,-10
2020,08.16,台湾,484,2,-10,27,450,7,0,0,-10
2020,08.17,台湾,485,1,-10,28,450,7,0,0,-10
2020,08.18,台湾,486,1,-10,29,450,7,0,0,-10
2020,08.19,台湾,486,0,-10,22,457,7,0,0,-10
2020,08.20,台湾,486,0,-10,22,457,7,0,0,-10
2020,08.21,台湾,487,1,-10,23,457,7,0,0,-10
2020,08.22,台湾,487,0,-10,23,457,7,0,0,-10
2020,08.23,台湾,487,0,-10,23,457,7,0,0,-10
2020,08.24,台湾,487,0,-10,23,457,7,0,0,-10
2020,08.25,台湾,487,0,-10,23,457,7,0,0,-10
2020,08.26,台湾,487,0,-10,18,462,7,0,0,-10
2020,08.27,台湾,487,0,-10,18,462,7,0,0,-10
2020,08.28,台湾,487,0,-10,18,462,7,0,0,-10
2020,08.29,台湾,488,1,-10,19,462,7,0,0,-10
2020,08.30,台湾,488,0,-10,19,462,7,0,0,-10
2020,08.31,台湾,488,0,-10,19,462,7,0,0,-10
2020,09.01,台湾,488,0,-10,19,462,7,0,0,-10
2020,09.02,台湾,489,1,-10,11,471,7,0,0,-10
2020,09.03,台湾,489,0,-10,11,471,7,0,0,-10
2020,09.04,台湾,490,1,-10,12,471,7,0,0,-10
2020,09.05,台湾,492,2,-10,12,473,7,0,0,-10
2020,09.06,台湾,493,1,-10,13,473,7,0,0,-10
2020,09.07,台湾,494,1,-10,12,475,7,0,0,-10
2020,09.08,台湾,495,1,-10,13,475,7,0,0,-10
2020,09.09,台湾,495,0,-10,13,475,7,0,0,-10
2020,09.10,台湾,496,1,-10,14,475,7,0,0,-10
2020,09.11,台湾,498,2,-10,16,475,7,0,0,-10
2020,09.12,台湾,498,0,-10,16,475,7,0,0,-10
2020,09.13,台湾,498,0,-10,16,475,7,0,0,-10
2020,09.14,台湾,499,1,-10,16,476,7,0,0,-10
2020,09.15,台湾,499,0,-10,16,476,7,0,0,-10
2020,09.16,台湾,500,1,-10,16,477,7,0,0,-10
2020,09.17,台湾,503,3,-10,18,478,7,0,0,-10
2020,09.18,台湾,503,0,-10,18,478,7,0,0,-10
2020,09.19,台湾,506,3,-10,20,479,7,0,0,-10
2020,09.20,台湾,507,1,-10,21,479,7,0,0,-10
2020,09.21,台湾,509,2,-10,23,479,7,0,0,-10
2020,09.22,台湾,509,0,-10,23,479,7,0,0,-10
2020,09.23,台湾,509,0,-10,22,480,7,0,0,-10
2020,09.24,台湾,509,0,-10,22,480,7,0,0,-10
2020,09.25,台湾,510,1,-10,23,480,7,0,0,-10
2020,09.26,台湾,510,0,-10,23,480,7,0,0,-10
2020,09.27,台湾,510,0,-10,23,480,7,0,0,-10
2020,09.28,台湾,513,3,-10,24,482,7,0,0,-10
2020,09.29,台湾,513,0,-10,24,482,7,0,0,-10
2020,09.30,台湾,514,1,-10,24,483,7,0,0,-10
2020,10.01,台湾,515,1,-10,24,484,7,0,0,-10
2020,10.02,台湾,517,2,-10,26,484,7,0,0,-10
2020,10.03,台湾,517,0,-10,26,484,7,0,0,-10
2020,10.04,台湾,517,0,-10,26,484,7,0,0,-10
2020,10.05,台湾,518,1,-10,26,485,7,0,0,-10
2020,10.06,台湾,521,3,-10,29,485,7,0,0,-10
2020,10.07,台湾,523,2,-10,30,486,7,0,0,-10
2020,10.08,台湾,524,1,-10,30,487,7,0,0,-10
2020,10.09,台湾,527,3,-10,32,488,7,0,0,-10
2020,10.10,台湾,527,0,-10,32,488,7,0,0,-10
2020,10.11,台湾,527,0,-10,32,488,7,0,0,-10
2020,10.12,台湾,529,2,-10,33,489,7,0,0,-10
2020,10.13,台湾,530,1,-10,34,489,7,0,0,-10
2020,10.14,台湾,530,0,-10,32,491,7,0,0,-10
2020,10.15,台湾,531,1,-10,33,491,7,0,0,-10
2020,10.16,台湾,535,4,-10,37,491,7,0,0,-10
2020,10.17,台湾,535,0,-10,37,491,7,0,0,-10
2020,10.18,台湾,535,0,-10,37,491,7,0,0,-10
2020,10.19,台湾,540,5,-10,40,493,7,0,0,-10
2020,10.20,台湾,543,3,-10,41,495,7,0,0,-10
2020,10.21,台湾,544,1,-10,42,495,7,0,0,-10
2020,10.22,台湾,548,4,-10,44,497,7,0,0,-10
2020,10.23,台湾,548,0,-10,44,497,7,0,0,-10
2020,10.24,台湾,550,2,-10,41,502,7,0,0,-10
2020,10.25,台湾,550,0,-10,41,502,7,0,0,-10
2020,10.26,台湾,550,0,-10,41,502,7,0,0,-10
2020,10.27,台湾,550,0,-10,41,502,7,0,0,-10
2020,10.28,台湾,550,0,-10,35,508,7,0,0,-10
2020,10.29,台湾,553,3,-10,33,513,7,0,0,-10
2020,10.30,台湾,554,1,-10,33,514,7,0,0,-10
2020,10.31,台湾,555,1,-10,33,515,7,0,0,-10
2020,11.01,台湾,558,3,-10,33,518,7,0,0,-10
2020,11.02,台湾,563,5,-10,37,519,7,0,0,-10
2020,11.03,台湾,567,4,-10,39,521,7,0,0,-10
2020,11.04,台湾,568,1,-10,40,521,7,0,0,-10
2020,11.05,台湾,569,1,-10,39,523,7,0,0,-10
2020,11.06,台湾,573,4,-10,43,523,7,0,0,-10
2020,11.07,台湾,573,0,-10,43,523,7,0,0,-10
2020,11.08,台湾,577,4,-10,46,524,7,0,0,-10
2020,11.09,台湾,578,1,-10,45,526,7,0,0,-10
2020,11.10,台湾,580,2,-10,45,528,7,0,0,-10
2020,11.11,台湾,584,4,-10,49,528,7,0,0,-10
2020,11.12,台湾,589,5,-10,50,532,7,0,0,-10
2020,11.13,台湾,597,8,-10,57,533,7,0,0,-10
2020,11.14,台湾,600,3,-10,58,535,7,0,0,-10
2020,11.15,台湾,602,2,-10,59,536,7,0,0,-10
2020,11.16,台湾,603,1,-10,60,536,7,0,0,-10
2020,11.17,台湾,605,2,-10,59,539,7,0,0,-10
2020,11.18,台湾,607,2,-10,59,541,7,0,0,-10
2020,11.19,台湾,609,2,-10,57,545,7,0,0,-10
2020,11.20,台湾,611,2,-10,58,546,7,0,0,-10
2020,11.21,台湾,611,0,-10,58,546,7,0,0,-10
2020,11.22,台湾,617,6,-10,62,548,7,0,0,-10
2020,11.23,台湾,618,1,-10,62,549,7,0,0,-10
2020,11.24,台湾,618,0,-10,62,549,7,0,0,-10
2020,11.25,台湾,623,5,-10,63,553,7,0,0,-10
2020,11.26,台湾,625,2,-10,63,555,7,0,0,-10
2020,11.27,台湾,639,14,-10,77,555,7,0,0,-10
2020,11.28,台湾,648,9,-10,85,556,7,0,0,-10
2020,11.29,台湾,651,3,-10,79,565,7,0,0,-10
2020,11.30,台湾,675,24,-10,103,565,7,0,0,-10
2020,12.01,台湾,679,4,-10,104,568,7,0,0,-10
2020,12.02,台湾,685,6,-10,108,570,7,0,0,-10
2020,12.03,台湾,686,1,-10,107,572,7,0,0,-10
2020,12.04,台湾,690,4,-10,111,572,7,0,0,-10
2020,12.05,台湾,693,3,-10,112,574,7,0,0,-10
2020,12.06,台湾,716,23,-10,135,574,7,0,0,-10
2020,12.07,台湾,716,0,-10,135,574,7,0,0,-10
2020,12.08,台湾,718,2,-10,129,582,7,0,0,-10
2020,12.09,台湾,720,2,-10,128,585,7,0,0,-10
2020,12.10,台湾,724,4,-10,127,590,7,0,0,-10
2020,12.11,台湾,725,1,-10,123,595,7,0,0,-10
2020,12.12,台湾,733,8,-10,125,601,7,0,0,-10
2020,12.13,台湾,736,3,-10,123,606,7,0,0,-10
2020,12.14,台湾,740,4,-10,127,606,7,0,0,-10
2020,12.15,台湾,742,2,-10,124,611,7,0,0,-10
2020,12.16,台湾,749,7,-10,130,612,7,0,0,-10
2020,12.17,台湾,757,8,-10,134,616,7,0,0,-10
2020,12.18,台湾,759,2,-10,133,619,7,0,0,-10
2020,12.19,台湾,763,4,-10,131,625,7,0,0,-10
2020,12.20,台湾,766,3,-10,132,627,7,0,0,-10
2020,12.21,台湾,766,0,-10,132,627,7,0,0,-10
2020,12.22,台湾,770,4,-10,131,632,7,0,0,-10
2020,12.23,台湾,776,6,-10,134,635,7,0,0,-10
2020,12.24,台湾,776,0,-10,134,635,7,0,0,-10
2020,12.25,台湾,780,4,-10,133,640,7,0,0,-10
2020,12.26,台湾,783,3,-10,129,647,7,0,0,-10
2020,12.27,台湾,785,2,-10,125,653,7,0,0,-10
2020,12.28,台湾,793,8,-10,132,654,7,0,0,-10
2020,12.29,台湾,795,2,-10,127,661,7,0,0,-10
2020,12.30,台湾,797,2,-10,124,666,7,0,0,-10
2020,12.31,台湾,799,2,-10,121,671,7,0,0,-10
2021,01.01,台湾,802,3,-10,113,682,7,0,0,-10
2021,01.02,台湾,808,6,-10,115,686,7,0,0,-10
2021,01.03,台湾,812,4,-10,116,689,7,0,0,-10
2021,01.04,台湾,815,3,-10,112,696,7,0,0,-10
2021,01.05,台湾,817,2,-10,113,697,7,0,0,-10
2021,01.06,台湾,819,2,-10,112,700,7,0,0,-10
2021,01.07,台湾,822,3,-10,107,708,7,0,0,-10
2021,01.08,台湾,825,3,-10,104,714,7,0,0,-10
2021,01.09,台湾,828,3,-10,101,720,7,0,0,-10
2021,01.10,台湾,828,0,-10,101,720,7,0,0,-10
2021,01.11,台湾,834,6,-10,101,726,7,0,0,-10
2021,01.12,台湾,838,4,-10,101,730,7,0,0,-10
2021,01.13,台湾,842,4,-10,104,731,7,0,0,-10
2021,01.14,台湾,842,0,-10,104,731,7,0,0,-10
2021,01.15,台湾,843,1,-10,95,741,7,0,0,-10
2021,01.16,台湾,850,7,-10,92,751,7,0,0,-10
2021,01.17,台湾,855,5,-10,93,755,7,0,0,-10
2021,01.18,台湾,862,7,-10,99,756,7,0,0,-10
2021,01.19,台湾,868,6,-10,95,766,7,0,0,-10
2021,01.20,台湾,870,2,-10,94,769,7,0,0,-10
2021,01.21,台湾,872,2,-10,94,771,7,0,0,-10
2021,01.22,台湾,881,9,-10,97,777,7,0,0,-10
2021,01.23,台湾,884,3,-10,94,783,7,0,0,-10
2021,01.24,台湾,889,5,-10,95,787,7,0,0,-10
2021,01.25,台湾,889,0,-10,95,787,7,0,0,-10
2021,01.26,台湾,890,1,-10,86,797,7,0,0,-10
2021,01.27,台湾,893,3,-10,83,803,7,0,0,-10
2021,01.28,台湾,895,2,-10,79,809,7,0,0,-10
2021,01.29,台湾,899,4,-10,79,813,7,0,0,-10
2021,01.30,台湾,909,10,-10,78,823,8,0,0,-10
2021,01.31,台湾,911,2,-10,73,830,8,0,0,-10
2021,02.01,台湾,912,1,-10,74,830,8,0,0,-10
2021,02.02,台湾,915,3,-10,75,832,8,0,0,-10
2021,02.03,台湾,917,2,-10,75,834,8,0,0,-10
2021,02.04,台湾,919,2,-10,71,839,9,0,0,-10
2021,02.05,台湾,923,4,-10,73,841,9,0,0,-10
2021,02.06,台湾,924,1,-10,72,843,9,0,0,-10
2021,02.07,台湾,927,3,-10,74,844,9,0,0,-10
2021,02.08,台湾,928,1,-10,71,848,9,0,0,-10
2021,02.09,台湾,933,5,-10,74,850,9,0,0,-10
2021,02.10,台湾,935,2,-10,73,853,9,0,0,-10
2021,02.11,台湾,936,1,-10,68,859,9,0,0,-10
2021,02.12,台湾,937,1,-10,69,859,9,0,0,-10
2021,02.13,台湾,937,0,-10,69,859,9,0,0,-10
2021,02.14,台湾,937,0,-10,69,859,9,0,0,-10
2021,02.15,台湾,937,0,-10,69,859,9,0,0,-10
2021,02.16,台湾,937,0,-10,69,859,9,0,0,-10
2021,02.17,台湾,938,1,-10,50,879,9,0,0,-10
2021,02.18,台湾,940,2,-10,45,886,9,0,0,-10
2021,02.19,台湾,941,1,-10,44,888,9,0,0,-10
2021,02.20,台湾,942,1,-10,40,893,9,0,0,-10
2021,02.21,台湾,942,0,-10,40,893,9,0,0,-10
2021,02.22,台湾,942,0,-10,40,893,9,0,0,-10
2021,02.23,台湾,942,0,-10,40,893,9,0,0,-10
2021,02.24,台湾,946,4,-10,38,899,9,0,0,-10
2021,02.25,台湾,951,5,-10,36,906,9,0,0,-10
2021,02.26,台湾,951,0,-10,36,906,9,0,0,-10
2021,02.27,台湾,954,3,-10,28,917,9,0,0,-10
2021,02.28,台湾,955,1,-10,27,919,9,0,0,-10
2021,03.01,台湾,955,0,-10,27,919,9,0,0,-10
2021,03.02,台湾,955,0,-10,27,919,9,0,0,-10
2021,03.03,台湾,958,3,-10,23,926,9,0,0,-10
2021,03.04,台湾,960,2,-10,23,928,9,0,0,-10
2021,03.05,台湾,960,0,-10,23,928,9,0,0,-10
2021,03.06,台湾,967,7,-10,25,932,10,0,0,-10
2021,03.07,台湾,969,9,-10,27,932,10,0,0,-10
2021,03.08,台湾,976,7,-10,34,932,10,0,0,-10
2021,03.09,台湾,977,1,-10,35,932,10,0,0,-10
2021,03.10,台湾,978,2,-10,32,936,10,0,0,-10
2021,03.11,台湾,978,0,-10,32,936,10,0,0,-10
2021,03.12,台湾,984,6,-10,32,942,10,0,0,-10
2021,03.13,台湾,984,0,-10,32,942,10,0,0,-10
2021,03.14,台湾,985,1,-10,25,950,10,0,0,-10
2021,03.15,台湾,990,5,-10,29,951,10,0,0,-10
2021,03.16,台湾,990,0,-10,29,951,10,0,0,-10
2021,03.17,台湾,990,0,-10,24,956,10,0,0,-10
2021,03.18,台湾,998,8,-10,30,958,10,0,0,-10
2021,03.19,台湾,1004,6,-10,35,959,10,0,0,-10
2021,03.20,台湾,1005,1,-10,34,961,10,0,0,-10
2021,03.21,台湾,1006,1,-10,33,963,10,0,0,-10
2021,03.22,台湾,1006,0,-10,33,963,10,0,0,-10
2021,03.23,台湾,1007,1,-10,28,969,10,0,0,-10
2021,03.24,台湾,1009,2,-10,30,969,10,0,0,-10
2021,03.25,台湾,1012,3,-10,31,971,10,0,0,-10
2021,03.26,台湾,1013,1,-10,30,973,10,0,0,-10
2021,03.27,台湾,1020,7,-10,32,978,10,0,0,-10
2021,03.28,台湾,1022,2,-10,33,979,10,0,0,-10
2021,03.29,台湾,1023,1,-10,34,979,10,0,0,-10
2021,03.30,台湾,1024,1,-10,33,981,10,0,0,-10
2021,03.31,台湾,1030,6,-10,39,981,10,0,0,-10
2021,04.01,台湾,1036,6,-10,43,983,10,0,0,-10
2021,04.02,台湾,1039,3,-10,42,987,10,0,0,-10
2021,04.03,台湾,1045,6,-10,43,992,10,0,0,-10
2021,04.04,台湾,1047,2,-10,40,997,10,0,0,-10
2021,04.05,台湾,1048,1,-10,34,1004,10,0,0,-10
2021,04.06,台湾,1050,2,-10,36,1004,10,0,0,-10
2021,04.07,台湾,1050,0,-10,33,1007,10,0,0,-10
2021,04.08,台湾,1050,0,-10,33,1007,10,0,0,-10
2021,04.09,台湾,1054,4,-10,26,1018,10,0,0,-10
2021,04.10,台湾,1056,2,-10,26,1020,10,0,0,-10
