iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SGP,Asia,Singapore,2020-02-09,40.0,7.0,3.143,,,,7.096,1.242,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-10,45.0,5.0,3.857,,,,7.983,0.887,0.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-11,47.0,2.0,3.286,,,,8.338,0.355,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-12,50.0,3.0,3.143,,,,8.87,0.532,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-13,58.0,8.0,4.286,,,,10.289,1.419,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-14,67.0,9.0,5.286,,,,11.886,1.597,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-15,72.0,5.0,5.571,,,,12.773,0.887,0.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-16,75.0,3.0,5.0,,,,13.305,0.532,0.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-17,77.0,2.0,4.571,,,,13.66,0.355,0.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-18,81.0,4.0,4.857,,,,14.369,0.71,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
